Date,Open,High,Low,Close,Adj Close,Volume
2021-03-10,5915.169922,5993.629883,5912.350098,5990.549805,5990.549805,84108900
2021-03-11,6004.160156,6033.759766,5995.410156,6033.759766,6033.759766,85660900
2021-03-12,6030.629883,6046.549805,6017.410156,6046.549805,6046.549805,72235700
2021-03-15,6069.089844,6089.200195,6018.549805,6035.970215,6035.970215,78751000
2021-03-16,6050.399902,6061.189941,6034.759766,6055.430176,6055.430176,846600
2021-03-17,6048.310059,6062.359863,6037.250000,6054.819824,6054.819824,806600
2021-03-18,6076.209961,6082.919922,6044.319824,6062.790039,6062.790039,91171900
2021-03-19,6021.129883,6047.649902,5983.609863,5997.959961,5997.959961,212881400
2021-03-22,5960.850098,5987.229980,5943.709961,5968.479980,5968.479980,76067200
2021-03-23,5943.310059,5968.560059,5921.830078,5945.299805,5945.299805,75656900
2021-03-24,5901.640137,5948.669922,5890.549805,5947.290039,5947.290039,80552800
2021-03-25,5911.040039,5952.410156,5886.000000,5952.410156,5952.410156,73423600
2021-03-26,5979.229980,6002.950195,5962.459961,5988.810059,5988.810059,80680200
2021-03-29,5995.000000,6029.589844,5985.359863,6015.509766,6015.509766,67745900
2021-03-30,6044.540039,6095.080078,6041.390137,6088.040039,6088.040039,76904000
2021-03-31,6085.020020,6097.740234,6060.240234,6067.229980,6067.229980,85387300
2021-04-01,6079.669922,6106.120117,6063.859863,6102.959961,6102.959961,75221700
2021-04-06,6155.220215,6159.100098,6125.740234,6131.339844,6131.339844,73632700
2021-04-07,6137.629883,6154.379883,6118.910156,6130.660156,6130.660156,0
2021-04-08,6153.359863,6171.450195,6146.220215,6165.720215,6165.720215,66071200
2021-04-09,6171.600098,6188.479980,6161.419922,6169.410156,6169.410156,65261400
2021-04-12,6167.319824,6183.020020,6151.520020,6161.680176,6161.680176,0
2021-04-13,6171.879883,6193.240234,6156.490234,6184.100098,6184.100098,74722300
2021-04-14,6214.490234,6217.740234,6194.549805,6208.580078,6208.580078,0
2021-04-15,6219.040039,6244.229980,6209.589844,6234.140137,6234.140137,66204600
2021-04-16,6229.649902,6299.560059,6229.299805,6287.069824,6287.069824,86378000
2021-04-19,6294.740234,6319.080078,6293.169922,6296.689941,6296.689941,58527600
2021-04-20,6281.100098,6285.290039,6154.029785,6165.109863,6165.109863,0
2021-04-21,6180.689941,6227.040039,6178.660156,6210.549805,6210.549805,77394900
2021-04-22,6230.209961,6274.189941,6225.589844,6267.279785,6267.279785,67091000
2021-04-23,6259.629883,6280.810059,6227.189941,6257.939941,6257.939941,61769900
2021-04-26,6256.040039,6288.790039,6240.990234,6275.520020,6275.520020,64366500
2021-04-27,6273.359863,6282.520020,6255.410156,6273.759766,6273.759766,66019200
2021-04-28,6293.209961,6320.109863,6283.620117,6306.979980,6306.979980,69450200
2021-04-29,6341.120117,6352.359863,6287.439941,6302.569824,6302.569824,78833300
2021-04-30,6316.319824,6320.140137,6268.859863,6269.479980,6269.479980,80057800
2021-05-03,6285.509766,6314.919922,6252.660156,6307.899902,6307.899902,49980000
2021-05-04,6319.490234,6355.870117,6238.790039,6251.750000,6251.750000,85369200
2021-05-05,6284.540039,6339.470215,6275.140137,6339.470215,6339.470215,83862000
2021-05-06,6348.899902,6377.580078,6321.720215,6357.089844,6357.089844,86375500
2021-05-07,6388.919922,6390.040039,6342.370117,6385.509766,6385.509766,78606600
2021-05-10,6395.379883,6395.600098,6367.040039,6385.990234,6385.990234,76551300
2021-05-11,6314.270020,6324.310059,6226.109863,6267.390137,6267.390137,100699500
2021-05-12,6259.629883,6299.240234,6233.959961,6279.350098,6279.350098,80897700
2021-05-13,6219.729980,6303.700195,6150.430176,6288.330078,6288.330078,64872900
2021-05-14,6335.819824,6385.669922,6301.189941,6385.140137,6385.140137,66935700
2021-05-17,6397.220215,6410.209961,6349.330078,6367.350098,6367.350098,62538700
2021-05-18,6406.180176,6412.910156,6343.549805,6353.669922,6353.669922,74129300
2021-05-19,6292.049805,6310.490234,6192.330078,6262.549805,6262.549805,92757600
2021-05-20,6296.250000,6343.580078,6267.549805,6343.580078,6343.580078,68528400
2021-05-21,6360.879883,6402.100098,6351.950195,6386.410156,6386.410156,75862000
2021-05-24,6395.959961,6408.490234,6382.709961,6408.490234,6408.490234,34996500
2021-05-25,6416.609863,6422.830078,6390.270020,6390.270020,6390.270020,59097400
2021-05-26,6403.950195,6413.720215,6375.140137,6391.600098,6391.600098,58338700
2021-05-27,6379.830078,6467.720215,6379.830078,6435.709961,6435.709961,0
2021-05-28,6453.120117,6493.720215,6448.870117,6484.109863,6484.109863,64752500
2021-05-31,6483.319824,6496.319824,6441.759766,6447.169922,6447.169922,41777500
2021-06-01,6470.419922,6521.569824,6464.709961,6489.399902,6489.399902,61099200
2021-06-02,6489.899902,6521.819824,6482.100098,6521.520020,6521.520020,55390700
2021-06-03,6518.580078,6522.229980,6473.669922,6507.919922,6507.919922,55257300
2021-06-04,6514.270020,6517.930176,6497.390137,6515.660156,6515.660156,51796200
2021-06-07,6509.979980,6560.390137,6485.799805,6543.560059,6543.560059,57848800
2021-06-08,6545.689941,6574.209961,6540.709961,6551.009766,6551.009766,65450600
2021-06-09,6561.930176,6570.819824,6533.370117,6563.450195,6563.450195,61452400
2021-06-10,6574.589844,6574.589844,6526.229980,6546.490234,6546.490234,75224400
2021-06-11,6550.299805,6607.609863,6549.830078,6600.660156,6600.660156,68896800
2021-06-14,6625.549805,6650.160156,6599.270020,6616.350098,6616.350098,64515600
2021-06-15,6643.419922,6655.660156,6634.450195,6639.520020,6639.520020,67447800
2021-06-16,6657.520020,6659.379883,6632.359863,6652.649902,6652.649902,69886300
2021-06-17,6636.700195,6674.370117,6631.629883,6666.259766,6666.259766,70681800
2021-06-18,6657.229980,6687.290039,6560.120117,6569.160156,6569.160156,170613700
2021-06-21,6525.029785,6607.990234,6511.930176,6602.540039,6602.540039,78939300
2021-06-22,6609.979980,6622.200195,6583.500000,6611.500000,6611.500000,65102500
2021-06-23,6616.729980,6619.020020,6551.069824,6551.069824,6551.069824,70376800
2021-06-24,6576.069824,6639.830078,6572.810059,6631.149902,6631.149902,74425300
2021-06-25,6637.680176,6641.899902,6604.859863,6622.870117,6622.870117,0
2021-06-28,6611.990234,6633.729980,6556.879883,6558.020020,6558.020020,63796100
2021-06-29,6564.069824,6599.879883,6561.089844,6567.430176,6567.430176,61812500
2021-06-30,6562.169922,6575.839844,6474.430176,6507.830078,6507.830078,88781800
2021-07-01,6549.819824,6588.140137,6502.049805,6553.819824,6553.819824,69789700
2021-07-02,6572.000000,6582.790039,6540.120117,6552.859863,6552.859863,57451500
2021-07-05,6545.979980,6582.870117,6520.379883,6567.540039,6567.540039,45905300
2021-07-06,6551.000000,6561.509766,6483.200195,6507.479980,6507.479980,72349800
2021-07-07,6529.490234,6550.950195,6497.750000,6527.720215,6527.720215,82080600
2021-07-08,6479.399902,6483.319824,6348.640137,6396.729980,6396.729980,110791300
2021-07-09,6435.290039,6532.560059,6429.669922,6529.419922,6529.419922,84934900
2021-07-12,6525.109863,6567.979980,6479.540039,6559.250000,6559.250000,61855900
2021-07-13,6561.740234,6569.370117,6536.450195,6558.470215,6558.470215,62056500
2021-07-14,6533.799805,6565.200195,6530.910156,6558.379883,6558.379883,0
2021-07-15,6538.410156,6554.790039,6471.069824,6493.359863,6493.359863,0
2021-07-16,6524.950195,6526.759766,6418.250000,6460.080078,6460.080078,0
2021-07-19,6398.839844,6403.509766,6253.250000,6295.970215,6295.970215,0
2021-07-20,6325.160156,6386.459961,6304.850098,6346.850098,6346.850098,82160100
2021-07-21,6382.359863,6471.649902,6381.939941,6464.479980,6464.479980,82556600
2021-07-22,6498.310059,6525.209961,6474.049805,6481.589844,6481.589844,58412300
2021-07-23,6518.600098,6574.859863,6510.270020,6568.819824,6568.819824,56119000
2021-07-26,6532.009766,6588.089844,6517.049805,6578.600098,6578.600098,0
2021-07-27,6565.189941,6578.040039,6516.569824,6531.919922,6531.919922,60870400
2021-07-28,6547.470215,6609.310059,6530.740234,6609.310059,6609.310059,55290600
2021-07-29,6647.080078,6671.120117,6633.770020,6633.770020,6633.770020,94988900
2021-07-30,6608.160156,6648.200195,6596.990234,6612.759766,6612.759766,97436800
